,postcode,ruralurban,residents,males,females,household,cmmunal,students,area,densitypersons
1594,DA2  6,Total,9647.0,4791.0,4856.0,9332.0,315.0,72.0,439.12,22.0
1595,DA2  7,Total,11704.0,5651.0,6053.0,11450.0,254.0,145.0,1594.83,7.3
1596,DA2  8,Total,1643.0,800.0,843.0,1643.0,0.0,8.0,337.52,4.9
1597,DA3  7,Total,7825.0,3722.0,4103.0,7639.0,186.0,152.0,543.9,14.4
1598,DA3  8,Total,8923.0,4362.0,4561.0,8895.0,28.0,148.0,1297.87,6.9
1599,DA4  0,Total,3133.0,1517.0,1616.0,3122.0,11.0,66.0,2418.62,1.3
1600,DA4  9,Total,5929.0,2857.0,3072.0,5894.0,35.0,57.0,1471.56,4.0
1601,DA5  1,Total,6994.0,3429.0,3565.0,6974.0,20.0,92.0,263.41,26.6
1602,DA5  2,Total,5262.0,2606.0,2656.0,5199.0,63.0,76.0,335.86,15.7
1603,DA5  3,Total,8568.0,4199.0,4369.0,8568.0,0.0,105.0,229.14,37.4
1604,DA6  7,Total,4244.0,2051.0,2193.0,4227.0,17.0,49.0,119.14,35.6
1605,DA6  8,Total,5602.0,2752.0,2850.0,5589.0,13.0,73.0,144.97,38.6
1606,DA7  4,Total,12266.0,5845.0,6421.0,12127.0,139.0,161.0,218.58,56.1
1607,DA7  5,Total,12231.0,5952.0,6279.0,12203.0,28.0,174.0,235.69,51.9
1608,DA7  6,Total,11043.0,5324.0,5719.0,11033.0,10.0,112.0,241.79,45.7
1609,DA8  1,Total,13375.0,6450.0,6925.0,13364.0,11.0,144.0,248.7,53.8
1610,DA8  2,Total,10921.0,5221.0,5700.0,10913.0,8.0,99.0,437.34,25.0
1611,DA8  3,Total,10263.0,4966.0,5297.0,10142.0,121.0,83.0,178.32,57.6
1612,DA9  9,Total,13089.0,6622.0,6467.0,12969.0,120.0,78.0,940.8,13.9
1613,DE1  1,Total,5044.0,2769.0,2275.0,4551.0,493.0,36.0,115.91,43.5
1614,DE1  2,Total,2422.0,1418.0,1004.0,2285.0,137.0,7.0,121.54,19.9
1615,DE1  3,Total,6341.0,3385.0,2956.0,5427.0,914.0,80.0,122.23,51.9
1616,DE11 0,Total,15296.0,7592.0,7704.0,15279.0,17.0,102.0,616.26,24.8
1617,DE11 7,Total,9745.0,4839.0,4906.0,9694.0,51.0,92.0,1325.31,7.4
1618,DE11 8,Total,6022.0,2992.0,3030.0,6008.0,14.0,49.0,847.66,7.1
1619,DE11 9,Total,12746.0,6366.0,6380.0,12628.0,118.0,106.0,743.19,17.2
1620,DE12 6,Total,7566.0,3705.0,3861.0,7516.0,50.0,67.0,1435.57,5.3
1621,DE12 7,Total,9101.0,4598.0,4503.0,9097.0,4.0,106.0,2838.29,3.2
1622,DE12 8,Total,3795.0,1899.0,1896.0,3652.0,143.0,53.0,5308.46,0.7
1623,DE13 0,Total,18922.0,9168.0,9754.0,18782.0,140.0,182.0,861.88,22.0
1624,DE13 7,Total,4128.0,1999.0,2129.0,4076.0,52.0,82.0,2478.43,1.7
1625,DE13 8,Total,7962.0,3823.0,4139.0,7885.0,77.0,169.0,8511.95,0.9
1626,DE13 9,Total,9584.0,4684.0,4900.0,9558.0,26.0,166.0,4605.99,2.1
1627,DE14 1,Total,2468.0,1300.0,1168.0,2427.0,41.0,17.0,480.67,5.1
1628,DE14 2,Total,12501.0,6192.0,6309.0,12423.0,78.0,94.0,422.78,29.6
1629,DE14 3,Total,13875.0,7072.0,6803.0,13783.0,92.0,113.0,925.74,15.0
1630,DE15 0,Total,9676.0,4710.0,4966.0,9397.0,279.0,91.0,1849.24,5.2
1631,DE15 9,Total,14516.0,7102.0,7414.0,14382.0,134.0,154.0,1873.21,7.7
1632,DE21 2,Total,10435.0,5154.0,5281.0,10414.0,21.0,113.0,236.6,44.1
1633,DE21 4,Total,13248.0,6397.0,6851.0,13192.0,56.0,72.0,381.24,34.7
1634,DE21 5,Total,3623.0,1763.0,1860.0,3613.0,10.0,83.0,1467.43,2.5
1635,DE21 6,Total,17333.0,8466.0,8867.0,17219.0,114.0,92.0,607.09,28.6
1636,DE21 7,Total,12377.0,6064.0,6313.0,12267.0,110.0,92.0,797.01,15.5
1637,DE22 1,Total,6464.0,3143.0,3321.0,6302.0,162.0,116.0,315.17,20.5
1638,DE22 2,Total,13622.0,6598.0,7024.0,13621.0,1.0,257.0,647.61,21.0
1639,DE22 3,Total,17663.0,9156.0,8507.0,16770.0,893.0,113.0,321.67,54.9
1640,DE22 4,Total,7862.0,3740.0,4122.0,7856.0,6.0,53.0,1426.12,5.5
1641,DE22 5,Total,933.0,476.0,457.0,933.0,0.0,33.0,448.98,2.1
1642,DE23 1,Total,8516.0,4096.0,4420.0,8374.0,142.0,100.0,174.11,48.9
1643,DE23 2,Total,3042.0,1419.0,1623.0,3042.0,0.0,29.0,107.71,28.2
1644,DE23 3,Total,6045.0,2945.0,3100.0,6045.0,0.0,133.0,146.32,41.3
1645,DE23 4,Total,2686.0,1278.0,1408.0,2686.0,0.0,60.0,169.69,15.8
1646,DE23 6,Total,18975.0,9539.0,9436.0,18713.0,262.0,247.0,306.01,62.0
1647,DE23 8,Total,20636.0,10467.0,10169.0,20400.0,236.0,110.0,292.78,70.5
1648,DE24 0,Total,15565.0,7622.0,7943.0,15450.0,115.0,94.0,478.23,32.5
1649,DE24 1,Total,1010.0,527.0,483.0,1010.0,0.0,4.0,92.07,11.0
1650,DE24 3,Total,6249.0,3133.0,3116.0,6249.0,0.0,58.0,274.75,22.7
1651,DE24 5,Total,1287.0,661.0,626.0,1287.0,0.0,13.0,180.12,7.1
1652,DE24 8,Total,16740.0,8218.0,8522.0,16582.0,158.0,89.0,593.59,28.2
1653,DE24 9,Total,13672.0,6587.0,7085.0,13538.0,134.0,94.0,438.09,31.2
1654,DE3  0,Total,7926.0,3772.0,4154.0,7872.0,54.0,142.0,214.46,37.0
1655,DE3  9,Total,9082.0,4437.0,4645.0,8990.0,92.0,163.0,341.53,26.6
1656,DE4  2,Total,9049.0,4398.0,4651.0,8982.0,67.0,155.0,8392.11,1.1
1657,DE4  3,Total,12089.0,5951.0,6138.0,11883.0,206.0,200.0,2217.84,5.5
1658,DE4  4,Total,6817.0,3431.0,3386.0,6798.0,19.0,103.0,5836.66,1.2
1659,DE4  5,Total,5211.0,2579.0,2632.0,5178.0,33.0,102.0,2662.59,2.0
1660,DE45 1,Total,8676.0,4087.0,4589.0,8398.0,278.0,195.0,13050.21,0.7
1661,DE5  3,Total,13279.0,6480.0,6799.0,13118.0,161.0,114.0,1204.04,11.0
1662,DE5  8,Total,3907.0,1942.0,1965.0,3907.0,0.0,40.0,1309.97,3.0
1663,DE5  9,Total,4847.0,2408.0,2439.0,4773.0,74.0,31.0,531.67,9.1
1664,DE55 1,Total,6751.0,3336.0,3415.0,6719.0,32.0,88.0,557.63,12.1
1665,DE55 2,Total,7161.0,3561.0,3600.0,7109.0,52.0,42.0,652.33,11.0
1666,DE55 3,Total,3781.0,1935.0,1846.0,3758.0,23.0,30.0,179.96,21.0
1667,DE55 4,Total,8558.0,4230.0,4328.0,8529.0,29.0,39.0,916.67,9.3
1668,DE55 5,Total,8176.0,4016.0,4160.0,8083.0,93.0,57.0,1661.89,4.9
1669,DE55 6,Total,7312.0,3563.0,3749.0,7253.0,59.0,62.0,3216.78,2.3
1670,DE55 7,Total,9485.0,4644.0,4841.0,9308.0,177.0,67.0,1816.49,5.2
1671,DE56 0,Total,12408.0,6046.0,6362.0,12260.0,148.0,165.0,1507.49,8.2
1672,DE56 1,Total,13418.0,6568.0,6850.0,13244.0,174.0,130.0,446.22,30.1
1673,DE56 2,Total,9172.0,4626.0,4546.0,9097.0,75.0,129.0,7481.56,1.2
1674,DE56 4,Total,5376.0,2598.0,2778.0,5316.0,60.0,180.0,1283.64,4.2
1675,DE6  1,Total,11115.0,5443.0,5672.0,11011.0,104.0,218.0,9804.67,1.1
1676,DE6  2,Total,5392.0,2662.0,2730.0,5332.0,60.0,116.0,14587.62,0.4
1677,DE6  3,Total,3518.0,1679.0,1839.0,3486.0,32.0,67.0,6502.4,0.5
1678,DE6  4,Total,1060.0,523.0,537.0,1033.0,27.0,29.0,2558.92,0.4
1679,DE6  5,Total,4508.0,2521.0,1987.0,3794.0,714.0,61.0,7243.59,0.6
1680,DE65 5,Total,11968.0,5871.0,6097.0,11783.0,185.0,129.0,4364.28,2.7
1681,DE65 6,Total,11488.0,5740.0,5748.0,10751.0,737.0,219.0,7524.29,1.5
1682,DE7  4,Total,12656.0,6194.0,6462.0,12547.0,109.0,73.0,2283.89,5.5
1683,DE7  5,Total,9980.0,4939.0,5041.0,9855.0,125.0,54.0,318.11,31.4
1684,DE7  6,Total,10477.0,5109.0,5368.0,10270.0,207.0,139.0,3271.69,3.2
1685,DE7  8,Total,13685.0,6714.0,6971.0,13509.0,176.0,64.0,421.43,32.5
1686,DE7  9,Total,3118.0,1541.0,1577.0,3118.0,0.0,24.0,96.54,32.3
1687,DE72 2,Total,4120.0,2020.0,2100.0,4088.0,32.0,74.0,2071.95,2.0
1688,DE72 3,Total,16105.0,7788.0,8317.0,15910.0,195.0,211.0,3811.36,4.2
1689,DE73 5,Total,4815.0,2366.0,2449.0,4796.0,19.0,62.0,186.24,25.9
1690,DE73 6,Total,6566.0,3162.0,3404.0,6557.0,9.0,95.0,223.54,29.4
1691,DE73 7,Total,1799.0,909.0,890.0,1799.0,0.0,38.0,3837.19,0.5
1692,DE73 8,Total,5872.0,2900.0,2972.0,5857.0,15.0,135.0,3188.94,1.8
1693,DE74 2,Total,11491.0,5762.0,5729.0,11363.0,128.0,160.0,4414.29,2.6
1694,DE75 7,Total,18713.0,9233.0,9480.0,18595.0,118.0,131.0,1463.54,12.8
1695,DH1  1,Total,9337.0,4642.0,4695.0,8899.0,438.0,92.0,576.1,16.2
1696,DH1  2,Total,8622.0,4156.0,4466.0,8488.0,134.0,103.0,1327.27,6.5
1697,DH1  3,Total,9701.0,5060.0,4641.0,4045.0,5656.0,161.0,885.11,11.0
1698,DH1  4,Total,7661.0,3867.0,3794.0,7421.0,240.0,191.0,383.89,20.0
1699,DH1  5,Total,14544.0,7319.0,7225.0,13131.0,1413.0,244.0,1504.11,9.7
1700,DH2  1,Total,10749.0,5234.0,5515.0,10681.0,68.0,86.0,994.57,10.8
1701,DH2  2,Total,10239.0,4854.0,5385.0,10154.0,85.0,72.0,546.01,18.8
1702,DH2  3,Total,9439.0,4684.0,4755.0,9354.0,85.0,115.0,1100.06,8.6
1703,DH3  1,Total,7331.0,3505.0,3826.0,7264.0,67.0,54.0,358.4,20.5
1704,DH3  2,Total,5578.0,2705.0,2873.0,5526.0,52.0,21.0,258.76,21.6
1705,DH3  3,Total,6677.0,3248.0,3429.0,6614.0,63.0,66.0,337.67,19.8
1706,DH3  4,Total,6318.0,2996.0,3322.0,6318.0,0.0,63.0,1122.9,5.6
1707,DH4  4,Total,8240.0,4039.0,4201.0,8180.0,60.0,45.0,795.37,10.4
1708,DH4  5,Total,6848.0,3304.0,3544.0,6782.0,66.0,29.0,258.86,26.5
1709,DH4  6,Total,8944.0,4273.0,4671.0,8830.0,114.0,67.0,1969.67,4.5
1710,DH4  7,Total,9439.0,4621.0,4818.0,9392.0,47.0,65.0,426.92,22.1
1711,DH5  0,Total,7166.0,3472.0,3694.0,7159.0,7.0,28.0,1042.31,6.9
1712,DH5  8,Total,5870.0,2827.0,3043.0,5858.0,12.0,33.0,623.97,9.4
1713,DH5  9,Total,6498.0,3135.0,3363.0,6436.0,62.0,39.0,1018.27,6.4
1714,DH6  1,Total,6792.0,3317.0,3475.0,6792.0,0.0,66.0,2592.69,2.6
1715,DH6  2,Total,9222.0,4611.0,4611.0,9163.0,59.0,54.0,2260.67,4.1
1716,DH6  3,Total,5601.0,2792.0,2809.0,5555.0,46.0,27.0,1054.92,5.3
1717,DH6  4,Total,7027.0,3473.0,3554.0,7009.0,18.0,58.0,2850.06,2.5
1718,DH6  5,Total,4750.0,2336.0,2414.0,4683.0,67.0,46.0,1289.58,3.7
1719,DH7  0,Total,5646.0,2759.0,2887.0,5642.0,4.0,77.0,5138.74,1.1
1720,DH7  6,Total,8411.0,4175.0,4236.0,8383.0,28.0,69.0,2746.66,3.1
1721,DH7  7,Total,7936.0,3861.0,4075.0,7869.0,67.0,77.0,2137.34,3.7
1722,DH7  8,Total,9980.0,4855.0,5125.0,9900.0,80.0,114.0,2633.9,3.8
1723,DH7  9,Total,9402.0,4533.0,4869.0,9290.0,112.0,78.0,3730.25,2.5
1724,DH8  0,Total,6805.0,3350.0,3455.0,6708.0,97.0,76.0,579.84,11.7
1725,DH8  5,Total,6301.0,3139.0,3162.0,6222.0,79.0,62.0,277.0,22.7
1726,DH8  6,Total,6940.0,3435.0,3505.0,6777.0,163.0,60.0,1548.35,4.5
1727,DH8  7,Total,9034.0,4354.0,4680.0,8918.0,116.0,58.0,913.61,9.9
1728,DH8  8,Total,6616.0,3185.0,3431.0,6593.0,23.0,37.0,577.74,11.5
1729,DH8  9,Total,2855.0,1416.0,1439.0,2839.0,16.0,54.0,21037.34,0.1
1730,DH9  0,Total,4757.0,2372.0,2385.0,4635.0,122.0,46.0,841.1,5.7
1731,DH9  6,Total,10256.0,5007.0,5249.0,10115.0,141.0,30.0,967.25,10.6
1732,DH9  7,Total,7979.0,3876.0,4103.0,7924.0,55.0,40.0,773.79,10.3
1733,DH9  8,Total,6866.0,3360.0,3506.0,6864.0,2.0,37.0,784.17,8.8
1734,DH9  9,Total,6834.0,3344.0,3490.0,6799.0,35.0,52.0,1390.48,4.9
1735,DL1  1,Total,5013.0,2463.0,2550.0,4930.0,83.0,32.0,339.89,14.7
1736,DL1  2,Total,11974.0,5778.0,6196.0,11716.0,258.0,84.0,348.2,34.4
1737,DL1  3,Total,8602.0,4190.0,4412.0,8600.0,2.0,114.0,3877.65,2.2
1738,DL1  4,Total,14290.0,6971.0,7319.0,13984.0,306.0,82.0,319.21,44.8
1739,DL1  5,Total,6492.0,3180.0,3312.0,6414.0,78.0,62.0,154.31,42.1
1740,DL10 4,Total,5249.0,2548.0,2701.0,5192.0,57.0,85.0,1052.86,5.0
1741,DL10 5,Total,3414.0,1605.0,1809.0,3410.0,4.0,77.0,3323.54,1.0
1742,DL10 6,Total,2858.0,1403.0,1455.0,2720.0,138.0,62.0,5937.66,0.5
1743,DL10 7,Total,6903.0,3639.0,3264.0,6235.0,668.0,142.0,2501.99,2.8
1744,DL11 6,Total,2030.0,1011.0,1019.0,2018.0,12.0,44.0,30873.11,0.1
1745,DL11 7,Total,3278.0,1652.0,1626.0,3262.0,16.0,94.0,23415.93,0.1
1746,DL12 0,Total,2494.0,1241.0,1253.0,2483.0,11.0,33.0,29750.9,0.1
1747,DL12 8,Total,6802.0,3217.0,3585.0,6425.0,377.0,109.0,5728.14,1.2
1748,DL12 9,Total,3111.0,1771.0,1340.0,2637.0,474.0,63.0,18595.23,0.2
1749,DL13 1,Total,1481.0,732.0,749.0,1478.0,3.0,22.0,10357.0,0.1
1750,DL13 2,Total,3100.0,1563.0,1537.0,3056.0,44.0,47.0,15199.72,0.2
1751,DL13 3,Total,3119.0,1516.0,1603.0,3119.0,0.0,49.0,14286.2,0.2
1752,DL13 4,Total,3154.0,1576.0,1578.0,3122.0,32.0,21.0,4425.71,0.7
1753,DL13 5,Total,3304.0,1648.0,1656.0,3303.0,1.0,22.0,4466.78,0.7
1754,DL14 0,Total,6311.0,3076.0,3235.0,6257.0,54.0,90.0,1981.48,3.2
1755,DL14 6,Total,11580.0,5412.0,6168.0,11340.0,240.0,108.0,414.35,27.9
1756,DL14 7,Total,4682.0,2250.0,2432.0,4617.0,65.0,57.0,785.32,6.0
1757,DL14 8,Total,6803.0,3405.0,3398.0,6773.0,30.0,31.0,2092.08,3.3
1758,DL14 9,Total,7696.0,3714.0,3982.0,7590.0,106.0,54.0,2104.89,3.7
1759,DL15 0,Total,8730.0,4332.0,4398.0,8607.0,123.0,81.0,2119.67,4.1
1760,DL15 8,Total,5297.0,2580.0,2717.0,5235.0,62.0,34.0,2252.22,2.4
1761,DL15 9,Total,8470.0,4126.0,4344.0,8407.0,63.0,70.0,1279.17,6.6
1762,DL16 6,Total,11219.0,5503.0,5716.0,11219.0,0.0,98.0,974.15,11.5
1763,DL16 7,Total,8597.0,4242.0,4355.0,8549.0,48.0,72.0,2074.03,4.1
1764,DL17 0,Total,4954.0,2419.0,2535.0,4918.0,36.0,41.0,1765.61,2.8
1765,DL17 8,Total,8942.0,4357.0,4585.0,8871.0,71.0,47.0,870.62,10.3
1766,DL17 9,Total,3776.0,1847.0,1929.0,3742.0,34.0,32.0,1688.09,2.2
1767,DL2  1,Total,5868.0,2860.0,3008.0,5669.0,199.0,68.0,4773.56,1.2
1768,DL2  2,Total,7198.0,3545.0,3653.0,7164.0,34.0,155.0,12550.01,0.6
1769,DL2  3,Total,3914.0,1892.0,2022.0,3914.0,0.0,59.0,8559.49,0.5
1770,DL3  0,Total,15145.0,7452.0,7693.0,15047.0,98.0,132.0,564.07,26.8
1771,DL3  6,Total,8624.0,4318.0,4306.0,8500.0,124.0,66.0,102.77,83.9
1772,DL3  7,Total,4094.0,2044.0,2050.0,3998.0,96.0,88.0,120.15,34.1
1773,DL3  8,Total,7742.0,3652.0,4090.0,7575.0,167.0,198.0,483.88,16.0
1774,DL3  9,Total,9107.0,4351.0,4756.0,9092.0,15.0,132.0,218.0,41.8
1775,DL4  1,Total,4942.0,2411.0,2531.0,4880.0,62.0,33.0,701.78,7.0
1776,DL4  2,Total,5034.0,2445.0,2589.0,4972.0,62.0,33.0,360.87,13.9
1777,DL5  4,Total,9515.0,4617.0,4898.0,9337.0,178.0,107.0,858.76,11.1
1778,DL5  5,Total,6185.0,2889.0,3296.0,6177.0,8.0,49.0,202.9,30.5
1779,DL5  6,Total,3997.0,1977.0,2020.0,3997.0,0.0,65.0,2551.62,1.6
1780,DL5  7,Total,9643.0,4693.0,4950.0,9533.0,110.0,102.0,584.88,16.5
1781,DL6  1,Total,8869.0,4380.0,4489.0,8644.0,225.0,97.0,1719.16,5.2
1782,DL6  2,Total,3981.0,1975.0,2006.0,3981.0,0.0,82.0,8782.86,0.5
1783,DL6  3,Total,2665.0,1322.0,1343.0,2662.0,3.0,65.0,9902.36,0.3
1784,DL7  0,Total,3135.0,1564.0,1571.0,3134.0,1.0,79.0,10305.75,0.3
1785,DL7  8,Total,7726.0,3691.0,4035.0,7612.0,114.0,133.0,586.1,13.2
1786,DL7  9,Total,5357.0,2875.0,2482.0,4647.0,710.0,81.0,5408.5,1.0
1787,DL8  1,Total,4562.0,2301.0,2261.0,4400.0,162.0,107.0,6920.74,0.7
1788,DL8  2,Total,4514.0,2225.0,2289.0,4484.0,30.0,73.0,8761.77,0.5
1789,DL8  3,Total,2928.0,1449.0,1479.0,2924.0,4.0,49.0,27686.44,0.1
1790,DL8  4,Total,3071.0,1498.0,1573.0,3055.0,16.0,55.0,23257.68,0.1
1791,DL8  5,Total,3575.0,1743.0,1832.0,3534.0,41.0,44.0,6949.72,0.5
1792,DL9  3,Total,7423.0,5065.0,2358.0,4625.0,2798.0,95.0,1172.65,6.3
1793,DL9  4,Total,8436.0,4324.0,4112.0,7684.0,752.0,100.0,1542.53,5.5
1794,DN1  1,Total,307.0,156.0,151.0,307.0,0.0,0.0,12.87,23.9
1795,DN1  2,Total,6392.0,3433.0,2959.0,6160.0,232.0,58.0,208.19,30.7
1796,DN1  3,Total,2036.0,1152.0,884.0,2036.0,0.0,12.0,58.21,35.0
1797,DN10 4,Total,5286.0,2637.0,2649.0,5241.0,45.0,92.0,5722.11,0.9
1798,DN10 5,Total,1631.0,820.0,811.0,1555.0,76.0,44.0,2537.78,0.6
1799,DN10 6,Total,5169.0,2542.0,2627.0,5159.0,10.0,109.0,5527.21,0.9
1800,DN11 0,Total,13537.0,6543.0,6994.0,13354.0,183.0,83.0,1230.34,11.0
1801,DN11 8,Total,8294.0,4041.0,4253.0,8177.0,117.0,55.0,1549.24,5.4
1802,DN11 9,Total,6521.0,3090.0,3431.0,6425.0,96.0,102.0,4619.12,1.4
1803,DN12 1,Total,7856.0,3819.0,4037.0,7812.0,44.0,36.0,780.08,10.1
1804,DN12 2,Total,5928.0,2908.0,3020.0,5922.0,6.0,37.0,197.27,30.1
1805,DN12 3,Total,5803.0,2805.0,2998.0,5742.0,61.0,27.0,223.99,25.9
1806,DN12 4,Total,4532.0,2174.0,2358.0,4448.0,84.0,19.0,463.77,9.8
1807,DN14 0,Total,7301.0,3653.0,3648.0,7268.0,33.0,84.0,6632.4,1.1
1808,DN14 5,Total,7850.0,3904.0,3946.0,7725.0,125.0,48.0,478.16,16.4
1809,DN14 6,Total,12960.0,6285.0,6675.0,12787.0,173.0,88.0,538.33,24.1
1810,DN14 7,Total,7172.0,3570.0,3602.0,7142.0,30.0,69.0,10997.93,0.7
1811,DN14 8,Total,4824.0,2400.0,2424.0,4733.0,91.0,53.0,9305.28,0.5
1812,DN14 9,Total,6135.0,2955.0,3180.0,6082.0,53.0,86.0,5331.12,1.2
1813,DN15 0,Total,1067.0,523.0,544.0,981.0,86.0,13.0,4221.78,0.3
1814,DN15 6,Total,5106.0,2683.0,2423.0,5070.0,36.0,30.0,464.1,11.0
1815,DN15 7,Total,8581.0,4364.0,4217.0,8495.0,86.0,81.0,217.05,39.5
1816,DN15 8,Total,12187.0,6048.0,6139.0,12061.0,126.0,111.0,2461.06,5.0
1817,DN15 9,Total,9662.0,4816.0,4846.0,9623.0,39.0,107.0,6880.19,1.4
1818,DN16 1,Total,9044.0,4425.0,4619.0,8999.0,45.0,60.0,1040.65,8.7
1819,DN16 2,Total,8659.0,4200.0,4459.0,8559.0,100.0,56.0,200.56,43.2
1820,DN16 3,Total,13964.0,6829.0,7135.0,13854.0,110.0,153.0,1607.78,8.7
1821,DN17 1,Total,12004.0,5913.0,6091.0,11920.0,84.0,95.0,430.66,27.9
1822,DN17 2,Total,11511.0,5598.0,5913.0,11425.0,86.0,88.0,1406.61,8.2
1823,DN17 3,Total,7315.0,3626.0,3689.0,7275.0,40.0,88.0,5427.36,1.3
1824,DN17 4,Total,6358.0,3216.0,3142.0,6324.0,34.0,89.0,8126.98,0.8
1825,DN18 5,Total,8684.0,4254.0,4430.0,8594.0,90.0,86.0,486.29,17.9
1826,DN18 6,Total,3033.0,1437.0,1596.0,3017.0,16.0,33.0,2717.2,1.1
1827,DN19 7,Total,6282.0,3136.0,3146.0,6206.0,76.0,75.0,4365.04,1.4
1828,DN2  4,Total,8183.0,4014.0,4169.0,8092.0,91.0,64.0,420.9,19.4
1829,DN2  5,Total,8087.0,4004.0,4083.0,7995.0,92.0,113.0,227.34,35.6
1830,DN2  6,Total,8281.0,3930.0,4351.0,8212.0,69.0,57.0,267.59,30.9
1831,DN20 0,Total,6875.0,3338.0,3537.0,6754.0,121.0,82.0,8404.23,0.8
1832,DN20 8,Total,6812.0,3354.0,3458.0,6669.0,143.0,84.0,1396.53,4.9
1833,DN20 9,Total,5500.0,2707.0,2793.0,5464.0,36.0,79.0,2462.05,2.2
1834,DN21 1,Total,11713.0,5724.0,5989.0,11548.0,165.0,73.0,757.6,15.5
1835,DN21 2,Total,6795.0,3274.0,3521.0,6778.0,17.0,60.0,212.76,31.9
1836,DN21 3,Total,7346.0,3562.0,3784.0,7155.0,191.0,96.0,9314.84,0.8
1837,DN21 4,Total,5138.0,2580.0,2558.0,5006.0,132.0,93.0,10609.03,0.5
1838,DN21 5,Total,6229.0,3066.0,3163.0,6098.0,131.0,92.0,14079.54,0.4
1839,DN22 0,Total,4803.0,2549.0,2254.0,4354.0,449.0,88.0,8725.5,0.6
1840,DN22 6,Total,7447.0,3617.0,3830.0,7256.0,191.0,87.0,695.57,10.7
1841,DN22 7,Total,14903.0,7300.0,7603.0,14813.0,90.0,189.0,1187.29,12.6
1842,DN22 8,Total,5826.0,3365.0,2461.0,4690.0,1136.0,92.0,8915.22,0.7
1843,DN22 9,Total,3107.0,1540.0,1567.0,3107.0,0.0,60.0,7771.72,0.4
1844,DN3  1,Total,8327.0,4096.0,4231.0,8321.0,6.0,75.0,1334.99,6.2
1845,DN3  2,Total,11824.0,5786.0,6038.0,11737.0,87.0,98.0,578.58,20.4
1846,DN3  3,Total,9918.0,4789.0,5129.0,9831.0,87.0,104.0,2159.49,4.6
1847,DN31 1,Total,1928.0,966.0,962.0,1928.0,0.0,2.0,193.89,9.9
1848,DN31 2,Total,7481.0,3675.0,3806.0,7461.0,20.0,48.0,191.89,39.0
1849,DN31 3,Total,210.0,122.0,88.0,210.0,0.0,0.0,11.93,17.6
1850,DN32 0,Total,6619.0,3353.0,3266.0,6408.0,211.0,91.0,198.19,33.4
1851,DN32 7,Total,6663.0,3494.0,3169.0,6641.0,22.0,26.0,200.46,33.2
1852,DN32 8,Total,8466.0,4133.0,4333.0,8458.0,8.0,42.0,257.25,32.9
1853,DN32 9,Total,8509.0,4344.0,4165.0,8364.0,145.0,39.0,169.69,50.1
1854,DN33 1,Total,7111.0,3381.0,3730.0,7069.0,42.0,34.0,139.47,51.0
1855,DN33 2,Total,5126.0,2468.0,2658.0,4977.0,149.0,72.0,228.75,22.4
1856,DN33 3,Total,7301.0,3538.0,3763.0,7255.0,46.0,72.0,210.0,34.8
1857,DN34 4,Total,8407.0,4040.0,4367.0,8214.0,193.0,93.0,205.58,40.9
1858,DN34 5,Total,10594.0,5125.0,5469.0,10462.0,132.0,64.0,307.65,34.4
1859,DN35 0,Total,8606.0,4078.0,4528.0,8536.0,70.0,93.0,439.97,19.6
1860,DN35 7,Total,11839.0,5866.0,5973.0,11818.0,21.0,61.0,169.26,69.9
1861,DN35 8,Total,8185.0,4030.0,4155.0,7972.0,213.0,45.0,130.88,62.5
1862,DN35 9,Total,5931.0,2820.0,3111.0,5930.0,1.0,38.0,142.23,41.7
1863,DN36 4,Total,10848.0,5314.0,5534.0,10718.0,130.0,150.0,1485.24,7.3
1864,DN36 5,Total,8255.0,4030.0,4225.0,8147.0,108.0,139.0,8068.6,1.0
1865,DN37 0,Total,7975.0,3831.0,4144.0,7741.0,234.0,138.0,6256.59,1.3
1866,DN37 7,Total,3542.0,1764.0,1778.0,3516.0,26.0,52.0,2459.24,1.4
1867,DN37 8,Total,400.0,197.0,203.0,370.0,30.0,6.0,3249.68,0.1
1868,DN37 9,Total,9828.0,4826.0,5002.0,9793.0,35.0,84.0,491.83,20.0
1869,DN38 6,Total,3023.0,1467.0,1556.0,3008.0,15.0,53.0,5491.96,0.6
1870,DN39 6,Total,2846.0,1389.0,1457.0,2846.0,0.0,33.0,6101.62,0.5
1871,DN4  0,Total,10620.0,5352.0,5268.0,10558.0,62.0,84.0,241.25,44.0
1872,DN4  5,Total,5407.0,2682.0,2725.0,5398.0,9.0,51.0,412.52,13.1
1873,DN4  6,Total,11640.0,5637.0,6003.0,11506.0,134.0,164.0,750.05,15.5
1874,DN4  7,Total,7766.0,3723.0,4043.0,7669.0,97.0,154.0,245.87,31.6
1875,DN4  8,Total,7638.0,3766.0,3872.0,7631.0,7.0,70.0,573.83,13.3
1876,DN4  9,Total,10344.0,5094.0,5250.0,10248.0,96.0,102.0,480.46,21.5
1877,DN40 1,Total,5650.0,2715.0,2935.0,5562.0,88.0,35.0,1367.68,4.1
1878,DN40 2,Total,3992.0,1995.0,1997.0,3992.0,0.0,25.0,306.26,13.0
1879,DN40 3,Total,2657.0,1323.0,1334.0,2657.0,0.0,23.0,4276.23,0.6
1880,DN41 7,Total,2940.0,1456.0,1484.0,2936.0,4.0,55.0,1136.26,2.6
1881,DN41 8,Total,3326.0,1611.0,1715.0,3286.0,40.0,57.0,4172.84,0.8
